time,open,high,low,close,volume
1704296280,42445.7,42474.4,42429.8,42468.6,130.522
1704296340,42468.6,42473.1,42440.6,42448.2,140.658
1704296400,42448.2,42456.2,42410.0,42432.4,139.22
1704296460,42432.4,42443.5,42392.0,42404.8,199.01
1704296520,42404.7,42459.1,42404.1,42446.2,129.826
1704296580,42446.2,42450.1,42411.5,42416.0,143.344
1704296640,42417.0,42449.5,42410.2,42418.6,117.302
1704296700,42418.6,42442.6,42398.6,42408.9,116.667
1704296760,42408.9,42408.9,42362.4,42380.4,167.175
1704296820,42380.3,42438.8,42366.9,42434.6,131.213
1704296880,42434.6,42456.8,42434.6,42451.4,105.658
1704296940,42451.5,42452.2,42432.7,42435.1,74.35
1704297000,42435.1,42435.1,42381.2,42389.6,189.385
1704297060,42389.5,42455.0,42389.5,42434.1,163.809
1704297120,42434.1,42444.5,42408.9,42416.8,93.548
1704297180,42416.9,42800.0,42416.9,42799.0,5514.079
1704297240,42798.9,43018.6,42785.9,42849.9,5817.807
1704297300,42849.9,42912.0,42721.6,42900.4,2130.0
1704297360,42898.3,43049.9,42897.7,42988.7,2333.381
1704297420,42988.7,42997.4,42819.5,42901.1,1055.958
1704297480,42901.0,43014.3,42856.5,42998.6,1004.896
1704297540,42998.9,43030.0,42952.9,43014.0,1384.325
1704297600,43014.0,43014.1,42884.3,42986.0,884.673
1704297660,42986.0,43217.9,42956.6,43204.2,2163.085
1704297720,43204.8,43568.5,43197.2,43477.2,6205.179
1704297780,43477.2,43531.2,43286.8,43526.9,2853.264
1704297840,43527.6,43595.9,43400.0,43484.5,3170.738
1704297900,43483.2,43489.0,43307.5,43340.2,1822.724
1704297960,43336.8,43361.0,43241.6,43300.0,1527.933
1704298020,43299.9,43385.3,43294.4,43367.5,921.21
1704298080,43367.6,43376.4,43323.1,43326.3,370.895
1704298140,43326.1,43337.2,43134.5,43139.8,1226.716
1704298200,43139.7,43330.0,43129.6,43315.4,972.792
1704298260,43315.4,43328.4,43236.0,43285.8,471.965
1704298320,43285.9,43325.0,43271.2,43324.9,532.527
1704298380,43324.9,43330.0,43236.5,43317.9,523.718
1704298440,43317.9,43325.0,43277.3,43280.1,362.624
1704298500,43280.0,43310.8,43254.4,43310.7,389.978
1704298560,43310.8,43336.6,43260.8,43336.6,517.958
1704298620,43336.7,43347.1,43236.0,43251.0,472.857
1704298680,43251.0,43251.0,43146.4,43160.0,699.155
1704298740,43160.0,43295.0,43151.5,43289.9,427.967
1704298800,43290.0,43308.5,43199.5,43199.5,302.422
1704298860,43199.4,43300.0,43190.0,43293.5,288.071
1704298920,43293.5,43298.1,43224.8,43235.1,227.609
1704298980,43235.2,43289.7,43235.1,43286.5,228.969
1704299040,43286.6,43318.1,43254.8,43311.4,419.404
1704299100,43311.4,43366.4,43295.3,43365.0,446.316
1704299160,43364.9,43365.0,43300.0,43336.6,431.032
1704299220,43336.5,43380.0,43326.7,43374.5,302.099
1704299280,43374.5,43437.9,43358.5,43436.3,528.151
1704299340,43436.3,43484.3,43436.3,43447.3,723.472
1704299400,43447.3,43449.7,43353.0,43360.8,473.156
1704299460,43360.8,43436.5,43360.8,43411.1,394.422
1704299520,43411.1,43429.6,43380.2,43421.1,257.045
1704299580,43421.1,43421.1,43326.3,43326.3,421.77
1704299640,43326.4,43332.5,43226.2,43232.3,596.182
1704299700,43232.3,43264.8,43212.1,43247.0,460.287
1704299760,43247.0,43282.2,43222.2,43222.2,373.305
1704299820,43222.3,43223.2,43136.0,43160.6,725.457
1704299880,43160.5,43171.5,42868.2,42915.2,3712.436
1704299940,42917.0,42988.1,42800.0,42968.6,3025.328
1704300000,42968.6,43103.3,42966.0,42973.7,965.313
1704300060,42973.7,43046.8,42942.2,43039.3,558.108
1704300120,43040.2,43040.3,42950.0,42950.0,567.865
1704300180,42950.1,42983.3,42901.7,42957.8,510.461
1704300240,42957.7,42997.4,42947.8,42970.1,277.323
1704300300,42970.0,42990.3,42801.4,42841.5,894.301
1704300360,42841.4,42922.4,42841.4,42883.2,395.346
1704300420,42883.2,43009.2,42883.2,42982.3,469.382
1704300480,42982.3,43038.1,42980.2,43006.3,448.132
1704300540,43006.2,43015.0,42982.4,43001.7,285.089
1704300600,43001.7,43025.0,42982.5,43003.5,231.047
1704300660,43003.4,43029.8,42959.2,42968.8,330.502
1704300720,42968.7,42999.6,42940.6,42953.6,432.188
1704300780,42953.5,42998.4,42945.0,42960.4,205.35
1704300840,42960.4,43054.9,42943.9,43054.9,432.821
1704300900,43054.8,43097.8,43052.3,43079.5,529.448
1704300960,43079.5,43083.9,43025.0,43034.4,269.367
1704301020,43034.3,43034.4,42957.0,42957.0,244.733
1704301080,42957.0,42989.1,42950.0,42971.8,210.292
1704301140,42971.9,43037.2,42971.8,43009.2,189.927
1704301200,43009.1,43049.8,42958.2,43029.3,243.351
1704301260,43029.2,43049.5,42968.8,43009.0,164.18
1704301320,43008.9,43018.7,42946.5,42957.7,222.039
1704301380,42957.7,42962.4,42890.0,42926.8,580.438
1704301440,42926.9,42956.3,42872.1,42943.2,381.398
1704301500,42943.2,42945.1,42892.1,42908.8,196.671
1704301560,42908.8,42914.3,42854.0,42860.9,313.976
1704301620,42860.9,42886.6,42820.8,42876.5,334.157
1704301680,42876.6,42934.3,42873.8,42918.6,190.755
1704301740,42918.7,42954.0,42883.5,42897.4,210.008
1704301800,42897.5,42956.6,42873.6,42927.0,170.211
1704301860,42927.1,42930.4,42900.0,42911.2,207.389
1704301920,42911.2,42927.9,42900.0,42901.6,245.435
1704301980,42901.6,42927.3,42890.0,42927.2,272.161
1704302040,42927.3,42934.3,42922.9,42929.1,119.528
1704302100,42929.0,42932.8,42882.4,42925.1,187.199
1704302160,42925.0,42925.0,42595.0,42657.1,2271.045
1704302220,42657.1,42790.0,42635.9,42789.9,1402.997
1704302280,42790.0,42847.7,42672.0,42733.9,694.276
1704302340,42733.9,42751.9,42626.1,42630.1,1194.974
1704302400,42630.0,42727.1,42620.0,42727.1,446.952
1704302460,42727.2,42740.5,42674.0,42700.5,259.048
1704302520,42700.5,42727.5,42700.0,42705.0,159.99
1704302580,42705.0,42743.1,42688.4,42730.8,178.162
1704302640,42730.7,42768.0,42692.7,42764.4,274.781
1704302700,42764.3,42771.0,42690.8,42741.5,350.272
1704302760,42741.5,42761.1,42739.8,42752.7,163.846
1704302820,42752.6,42800.1,42745.0,42800.1,178.449
1704302880,42800.1,42832.8,42794.9,42823.0,257.525
1704302940,42822.2,42825.4,42794.9,42794.9,210.028
1704303000,42794.9,42825.4,42744.0,42823.4,336.35
1704303060,42823.4,42823.5,42797.0,42815.3,143.709
1704303120,42815.3,42865.2,42808.4,42865.1,221.971
1704303180,42865.2,42935.2,42840.6,42922.4,740.632
1704303240,42922.3,42929.5,42862.0,42875.0,286.832
1704303300,42875.1,42889.6,42842.6,42851.9,149.259
1704303360,42851.9,42853.1,42806.5,42820.8,240.893
1704303420,42821.8,42832.2,42805.9,42824.0,78.182
1704303480,42823.9,42870.1,42823.9,42853.3,172.025
1704303540,42853.2,42864.6,42824.0,42824.1,103.361
1704303600,42824.1,42869.9,42822.3,42860.6,106.848
1704303660,42862.3,42862.4,42822.0,42847.0,113.453
1704303720,42846.9,42891.2,42846.9,42891.2,80.661
1704303780,42891.1,42893.4,42880.0,42885.5,92.035
1704303840,42885.6,42885.6,42773.4,42773.5,205.138
1704303900,42773.4,42827.6,42773.4,42817.9,155.297
1704303960,42817.9,42825.3,42724.3,42728.9,360.56
1704304020,42729.0,42729.0,42670.0,42698.0,529.336
1704304080,42698.0,42700.0,42644.8,42673.6,366.151
1704304140,42673.6,42698.5,42670.3,42697.4,145.885
1704304200,42697.4,42702.0,42692.1,42698.6,238.27
1704304260,42698.7,42702.0,42655.1,42686.3,458.374
1704304320,42686.3,42769.8,42686.2,42721.7,666.427
1704304380,42721.8,42736.1,42660.5,42672.4,331.835
1704304440,42672.4,42695.4,42660.3,42684.7,163.117
1704304500,42684.8,42732.8,42684.7,42725.2,205.078
1704304560,42725.3,42782.9,42723.2,42782.6,299.647
1704304620,42782.6,42800.0,42775.5,42786.4,138.468
1704304680,42786.5,42872.9,42786.5,42869.1,255.461
1704304740,42869.1,42927.5,42852.1,42914.5,471.016
1704304800,42914.5,42914.5,42870.5,42870.5,246.775
1704304860,42870.5,42884.9,42840.2,42850.8,284.826
1704304920,42850.8,42883.0,42838.2,42870.4,92.995
1704304980,42870.1,42894.1,42853.5,42881.5,113.743
1704305040,42881.4,42911.7,42881.4,42910.0,175.834
1704305100,42910.0,42950.5,42891.4,42950.5,243.322
1704305160,42950.5,43064.9,42942.6,43022.3,1052.075
1704305220,43022.3,43044.0,42981.6,42986.6,347.158
1704305280,42986.5,43030.8,42962.8,42962.9,262.667
1704305340,42962.9,42996.0,42897.8,42918.8,735.817
1704305400,42918.8,42925.9,42852.0,42866.2,274.564
1704305460,42866.1,42932.0,42866.1,42912.3,161.463
1704305520,42912.4,42914.1,42888.3,42911.5,61.77
1704305580,42911.5,42916.1,42876.6,42911.4,126.829
1704305640,42911.4,42911.9,42867.6,42884.8,209.886
1704305700,42884.9,42908.3,42866.1,42903.9,105.918
1704305760,42903.9,42966.0,42903.8,42966.0,142.234
1704305820,42966.0,42973.4,42920.0,42945.3,131.438
1704305880,42945.3,43025.0,42945.3,43017.6,308.725
1704305940,43017.6,43018.8,42966.8,42977.7,215.71
1704306000,42977.6,42991.0,42967.7,42980.3,86.059
1704306060,42980.3,42980.3,42915.4,42924.1,185.713
1704306120,42924.1,42931.6,42908.3,42923.0,107.411
1704306180,42923.1,42968.1,42923.1,42945.6,92.667
1704306240,42945.7,42968.1,42933.2,42952.0,74.484
1704306300,42952.0,42975.6,42888.0,42888.0,182.685
1704306360,42888.1,42891.6,42775.2,42785.3,686.063
1704306420,42785.4,42836.2,42785.4,42818.3,364.745
1704306480,42818.3,42834.5,42756.5,42765.0,178.704
1704306540,42765.0,42804.5,42741.2,42760.9,299.61
1704306600,42760.8,42765.0,42715.6,42739.0,373.047
1704306660,42738.9,42807.0,42738.0,42739.5,327.199
1704306720,42739.5,42739.5,42702.1,42734.4,285.015
1704306780,42734.4,42739.0,42674.6,42676.4,249.067
1704306840,42676.3,42685.5,42622.3,42652.6,608.718
1704306900,42652.5,42665.5,42500.7,42563.2,1810.765
1704306960,42563.2,42629.0,42558.7,42620.6,400.178
1704307020,42620.5,42676.0,42620.5,42666.9,242.643
1704307080,42666.9,42666.9,42600.0,42654.2,192.406
1704307140,42654.2,42660.0,42615.3,42659.9,185.458
1704307200,42659.8,42700.0,42647.6,42685.6,183.582
1704307260,42685.7,42701.7,42662.9,42699.0,106.552
1704307320,42699.1,42699.1,42671.4,42691.0,71.357
1704307380,42690.9,42709.0,42639.7,42654.5,193.519
1704307440,42654.4,42704.4,42652.3,42704.4,126.732
1704307500,42704.3,42739.3,42662.9,42662.9,218.52
1704307560,42663.0,42691.1,42627.0,42636.4,206.355
1704307620,42636.5,42643.0,42580.0,42584.8,386.042
1704307680,42584.9,42650.0,42563.5,42650.0,562.903
1704307740,42649.9,42656.7,42607.1,42627.8,185.665
1704307800,42627.8,42679.9,42614.8,42675.9,103.211
1704307860,42676.0,42688.0,42665.9,42682.7,93.286
1704307920,42682.7,42686.9,42621.0,42621.1,81.811
1704307980,42621.1,42645.0,42613.5,42640.2,74.063
1704308040,42640.2,42679.2,42640.1,42644.9,86.976
1704308100,42644.9,42649.2,42577.0,42584.3,169.332
1704308160,42584.3,42584.4,41920.0,42284.5,7595.906
1704308220,42287.6,42363.6,42160.0,42248.0,2001.785
1704308280,42248.0,42356.7,42234.3,42350.0,1174.051
1704308340,42350.0,42360.6,42200.5,42267.6,705.765
1704308400,42267.6,42386.1,42238.8,42342.2,1139.077
1704308460,42342.3,42342.3,42222.0,42305.6,615.539
1704308520,42305.4,42305.4,42163.9,42242.0,979.513
1704308580,42242.0,42306.0,42187.5,42268.2,533.606
1704308640,42268.2,42320.0,42226.5,42311.4,474.315
1704308700,42313.3,42423.8,42302.1,42423.7,741.079
1704308760,42423.7,42471.0,42391.6,42415.4,682.168
1704308820,42415.4,42459.9,42402.3,42406.0,487.31
1704308880,42406.0,42459.8,42400.5,42455.5,220.247
1704308940,42455.5,42487.6,42421.5,42432.0,449.525
1704309000,42432.0,42487.0,42413.9,42487.0,207.687
1704309060,42486.9,42535.3,42464.4,42486.6,471.806
1704309120,42486.7,42523.2,42463.4,42480.8,432.66
1704309180,42480.8,42496.8,42450.0,42476.0,196.6
1704309240,42475.9,42490.6,42442.1,42454.4,155.861
1704309300,42454.4,42541.6,42440.1,42523.0,274.335
1704309360,42522.9,42522.9,42482.4,42512.0,116.538
1704309420,42511.9,42530.0,42457.6,42476.3,242.752
1704309480,42476.8,42529.4,42471.2,42526.1,97.624
1704309540,42526.2,42530.0,42491.4,42491.4,127.991
1704309600,42491.0,42559.7,42470.1,42557.7,319.82
1704309660,42557.7,42575.0,42532.9,42574.0,302.004
1704309720,42574.1,42662.6,42565.9,42601.2,770.784
1704309780,42601.3,42670.7,42601.3,42661.5,471.419
1704309840,42661.5,42666.1,42605.8,42630.3,443.35
1704309900,42630.2,42666.1,42615.0,42644.5,211.614
1704309960,42644.4,42673.7,42620.0,42670.3,166.581
1704310020,42670.3,42670.3,42620.0,42632.7,204.584
1704310080,42632.4,42660.4,42620.0,42653.7,177.11
1704310140,42653.6,42681.0,42649.3,42677.8,143.975
1704310200,42677.9,42680.4,42630.0,42663.0,236.203
1704310260,42663.0,42741.6,42656.0,42719.3,438.318
1704310320,42719.4,42720.3,42667.8,42679.7,393.326
1704310380,42679.7,42726.6,42679.6,42704.9,214.016
1704310440,42704.9,43040.0,42681.1,42943.2,4021.199
1704310500,42943.1,43031.0,42883.8,42966.4,1511.049
1704310560,42966.4,43016.5,42856.0,42856.1,789.736
1704310620,42856.0,42905.2,42813.5,42828.3,298.329
1704310680,42828.3,42849.9,42760.0,42791.5,575.971
1704310740,42792.1,42850.0,42786.3,42798.4,497.422
1704310800,42798.5,42833.6,42770.5,42805.1,251.129
1704310860,42805.0,42820.9,42770.0,42779.1,258.694
1704310920,42777.7,42777.7,42711.6,42737.3,368.9
1704310980,42738.0,42741.3,42699.0,42705.6,206.969
1704311040,42705.6,42739.8,42686.8,42690.0,285.282
1704311100,42690.0,42727.0,42682.5,42709.5,285.421
1704311160,42709.5,42709.5,42619.5,42660.6,468.191
1704311220,42660.6,42692.0,42636.2,42653.0,249.482
1704311280,42654.2,42694.8,42652.4,42660.1,201.562
1704311340,42660.0,42677.6,42641.8,42660.3,179.752
1704311400,42660.4,42698.4,42586.0,42607.0,496.051
1704311460,42607.0,42657.7,42607.0,42639.2,191.808
1704311520,42639.2,42650.0,42582.8,42582.9,190.664
1704311580,42582.9,42632.3,42582.2,42616.1,180.633
1704311640,42616.1,42629.4,42586.9,42621.4,100.87
1704311700,42621.4,42632.0,42594.8,42616.2,152.901
1704311760,42616.2,42646.3,42592.2,42610.3,133.274
1704311820,42610.9,42610.9,42551.0,42580.6,458.223
1704311880,42580.6,42595.0,42573.1,42591.1,83.073
1704311940,42591.1,42644.4,42591.0,42600.4,277.614
1704312000,42600.4,42648.6,42570.9,42648.6,229.407
1704312060,42648.5,42655.0,42628.9,42637.8,90.112
1704312120,42637.7,42690.0,42637.7,42682.3,155.715
1704312180,42682.3,42682.3,42640.8,42640.8,114.753
1704312240,42640.8,42652.3,42621.3,42641.7,77.007
1704312300,42641.8,42649.3,42577.0,42610.5,153.826
1704312360,42610.4,42610.5,42562.5,42562.6,104.046
1704312420,42562.6,42614.3,42562.5,42585.9,110.49
1704312480,42586.0,42593.7,42555.5,42579.9,139.107
1704312540,42580.0,42617.0,42569.2,42612.7,119.983
1704312600,42611.7,42611.7,42517.6,42524.3,263.935
1704312660,42524.3,42624.9,42522.3,42613.7,195.516
1704312720,42613.6,42613.7,42574.1,42574.1,76.916
1704312780,42574.2,42600.6,42566.9,42577.4,130.572
1704312840,42577.3,42610.3,42564.7,42610.3,82.21
1704312900,42610.3,42630.0,42604.0,42630.0,136.354
1704312960,42630.0,42671.9,42629.9,42654.9,115.023
1704313020,42655.0,42662.7,42639.0,42649.4,115.847
1704313080,42649.4,42736.0,42647.7,42722.0,411.155
1704313140,42722.1,42722.1,42681.4,42696.1,121.494
1704313200,42696.1,42696.1,42661.9,42693.6,149.331
1704313260,42693.6,42696.1,42666.0,42689.1,95.353
1704313320,42689.2,42761.4,42677.3,42748.8,454.489
1704313380,42748.7,42748.7,42691.7,42708.7,104.368
1704313440,42708.8,42728.0,42702.9,42711.6,89.961
1704313500,42711.7,42726.0,42700.1,42710.6,99.855
1704313560,42710.6,42727.2,42704.7,42725.0,86.014
1704313620,42725.0,42767.9,42721.6,42754.7,179.672
1704313680,42754.7,42765.0,42750.2,42753.7,64.068
1704313740,42753.7,42764.0,42704.4,42723.6,112.684
1704313800,42723.5,42742.1,42712.4,42722.4,52.476
1704313860,42722.3,42791.2,42722.3,42764.9,134.654
1704313920,42765.0,42821.8,42765.0,42801.5,326.887
1704313980,42801.6,42822.8,42774.0,42801.2,158.696
1704314040,42801.2,42803.3,42778.7,42789.3,121.934
